index	prediction
2050	contradiction
2051	neutral
2052	contradiction
2053	neutral
2054	entailment
2055	neutral
2056	entailment
2057	neutral
2058	contradiction
2059	contradiction
2060	entailment
2061	contradiction
2062	neutral
2063	contradiction
2064	entailment
2065	neutral
2066	contradiction
2067	neutral
2068	neutral
2069	entailment
2070	entailment
2071	entailment
2072	neutral
2073	contradiction
2074	contradiction
2075	neutral
2076	entailment
2077	contradiction
2078	neutral
2079	entailment
2080	contradiction
2081	neutral
2082	entailment
2083	neutral
2084	contradiction
2085	entailment
2086	contradiction
2087	entailment
2088	entailment
2089	neutral
2090	entailment
2091	entailment
2092	contradiction
2093	entailment
2094	neutral
2095	entailment
2096	contradiction
2097	entailment
2098	contradiction
2099	neutral
2100	entailment
2101	neutral
2102	entailment
2103	contradiction
2104	entailment
2105	neutral
2106	neutral
2107	contradiction
2108	contradiction
2109	contradiction
2110	contradiction
2111	neutral
2112	contradiction
2113	contradiction
2114	contradiction
2115	contradiction
2116	contradiction
2117	neutral
2118	entailment
2119	entailment
2120	contradiction
2121	entailment
2122	contradiction
2123	entailment
2124	contradiction
2125	entailment
2126	entailment
2127	contradiction
2128	entailment
2129	contradiction
2130	contradiction
2131	neutral
2132	contradiction
2133	entailment
2134	neutral
2135	contradiction
2136	neutral
2137	contradiction
2138	neutral
2139	neutral
2140	entailment
2141	neutral
2142	contradiction
2143	contradiction
2144	neutral
2145	entailment
2146	contradiction
2147	entailment
2148	neutral
2149	contradiction
2150	entailment
2151	entailment
2152	entailment
2153	entailment
2154	contradiction
2155	contradiction
2156	neutral
2157	contradiction
2158	neutral
2159	contradiction
2160	entailment
2161	contradiction
2162	entailment
2163	neutral
2164	neutral
2165	entailment
2166	contradiction
2167	entailment
2168	neutral
2169	entailment
2170	contradiction
2171	neutral
2172	entailment
2173	neutral
2174	entailment
2175	contradiction
2176	contradiction
2177	contradiction
2178	neutral
2179	contradiction
2180	entailment
2181	neutral
2182	contradiction
2183	neutral
2184	entailment
2185	neutral
2186	contradiction
2187	entailment
2188	neutral
2189	entailment
2190	contradiction
2191	neutral
2192	contradiction
2193	entailment
2194	neutral
2195	entailment
2196	contradiction
2197	contradiction
2198	entailment
2199	entailment
2200	contradiction
2201	neutral
2202	neutral
2203	contradiction
2204	neutral
2205	contradiction
2206	neutral
2207	neutral
2208	neutral
2209	contradiction
2210	entailment
2211	neutral
2212	entailment
2213	entailment
2214	neutral
2215	contradiction
2216	contradiction
2217	contradiction
2218	entailment
2219	neutral
2220	contradiction
2221	contradiction
2222	entailment
2223	neutral
2224	entailment
2225	contradiction
2226	neutral
2227	contradiction
2228	contradiction
2229	entailment
2230	contradiction
2231	neutral
2232	entailment
2233	entailment
2234	neutral
2235	contradiction
2236	contradiction
2237	neutral
2238	neutral
2239	contradiction
2240	contradiction
2241	entailment
2242	contradiction
2243	neutral
2244	entailment
2245	contradiction
2246	neutral
2247	entailment
2248	neutral
2249	entailment
2250	neutral
2251	entailment
2252	contradiction
2253	neutral
2254	entailment
2255	contradiction
2256	neutral
2257	contradiction
2258	neutral
2259	entailment
2260	neutral
2261	entailment
2262	entailment
2263	contradiction
2264	entailment
2265	neutral
2266	entailment
2267	contradiction
2268	contradiction
2269	entailment
2270	neutral
2271	entailment
2272	contradiction
2273	entailment
2274	contradiction
2275	entailment
2276	neutral
2277	contradiction
2278	neutral
2279	entailment
2280	neutral
2281	entailment
2282	entailment
2283	contradiction
2284	entailment
2285	neutral
2286	contradiction
2287	entailment
2288	contradiction
2289	neutral
2290	neutral
2291	entailment
2292	neutral
2293	entailment
2294	contradiction
2295	neutral
2296	contradiction
2297	entailment
2298	contradiction
2299	neutral
2300	entailment
2301	contradiction
2302	entailment
2303	neutral
2304	contradiction
2305	entailment
2306	contradiction
2307	contradiction
2308	contradiction
2309	contradiction
2310	entailment
2311	contradiction
2312	contradiction
2313	entailment
2314	neutral
2315	entailment
2316	contradiction
2317	contradiction
2318	neutral
2319	neutral
2320	neutral
2321	entailment
2322	neutral
2323	contradiction
2324	neutral
2325	entailment
2326	neutral
2327	entailment
2328	contradiction
2329	contradiction
2330	neutral
2331	entailment
2332	contradiction
2333	contradiction
2334	entailment
2335	entailment
2336	neutral
2337	contradiction
2338	neutral
2339	contradiction
2340	neutral
2341	neutral
2342	entailment
2343	neutral
2344	neutral
2345	contradiction
2346	contradiction
2347	neutral
2348	neutral
2349	entailment
2350	neutral
2351	contradiction
2352	entailment
2353	neutral
2354	entailment
2355	contradiction
2356	contradiction
2357	entailment
2358	entailment
2359	neutral
2360	entailment
2361	entailment
2362	entailment
2363	neutral
2364	contradiction
2365	entailment
2366	contradiction
2367	entailment
2368	neutral
2369	entailment
2370	contradiction
2371	neutral
2372	contradiction
2373	entailment
2374	contradiction
2375	neutral
2376	entailment
2377	contradiction
2378	neutral
2379	neutral
2380	entailment
2381	neutral
2382	contradiction
2383	contradiction
2384	neutral
2385	entailment
2386	neutral
2387	entailment
2388	contradiction
2389	neutral
2390	entailment
2391	contradiction
2392	contradiction
2393	neutral
2394	entailment
2395	neutral
2396	entailment
2397	neutral
2398	contradiction
2399	contradiction
2400	entailment
2401	contradiction
2402	contradiction
2403	contradiction
2404	neutral
2405	contradiction
2406	entailment
2407	entailment
2408	contradiction
2409	contradiction
2410	entailment
2411	neutral
2412	entailment
2413	entailment
2414	contradiction
2415	neutral
2416	entailment
2417	neutral
2418	contradiction
2419	neutral
2420	neutral
2421	neutral
2422	entailment
2423	contradiction
2424	neutral
2425	entailment
2426	entailment
2427	neutral
2428	neutral
2429	entailment
2430	contradiction
2431	neutral
2432	contradiction
2433	entailment
2434	entailment
2435	contradiction
2436	neutral
2437	contradiction
2438	neutral
2439	entailment
2440	neutral
2441	entailment
2442	contradiction
2443	neutral
2444	entailment
2445	neutral
2446	contradiction
2447	neutral
2448	entailment
2449	entailment
2450	contradiction
2451	entailment
2452	neutral
2453	neutral
2454	entailment
2455	contradiction
2456	contradiction
2457	neutral
2458	entailment
2459	neutral
2460	contradiction
2461	contradiction
2462	entailment
2463	neutral
2464	entailment
2465	neutral
2466	entailment
2467	neutral
2468	neutral
2469	contradiction
2470	neutral
2471	contradiction
2472	entailment
2473	neutral
2474	contradiction
2475	contradiction
2476	neutral
2477	contradiction
2478	entailment
2479	entailment
2480	neutral
2481	neutral
2482	contradiction
2483	contradiction
2484	contradiction
2485	contradiction
2486	neutral
2487	neutral
2488	contradiction
2489	entailment
2490	neutral
2491	neutral
2492	entailment
2493	neutral
2494	contradiction
2495	neutral
2496	contradiction
2497	neutral
2498	entailment
2499	neutral
2500	entailment
2501	contradiction
2502	entailment
2503	contradiction
2504	entailment
2505	entailment
2506	entailment
2507	contradiction
2508	neutral
2509	neutral
2510	neutral
2511	neutral
2512	neutral
2513	entailment
2514	neutral
2515	neutral
2516	entailment
2517	neutral
2518	entailment
2519	neutral
2520	contradiction
2521	contradiction
2522	contradiction
2523	entailment
2524	neutral
2525	contradiction
2526	neutral
2527	neutral
2528	contradiction
2529	entailment
2530	neutral
2531	entailment
2532	contradiction
2533	neutral
2534	contradiction
2535	entailment
2536	neutral
2537	entailment
2538	contradiction
2539	entailment
2540	contradiction
2541	neutral
2542	contradiction
2543	contradiction
2544	entailment
2545	neutral
2546	entailment
2547	neutral
2548	neutral
2549	contradiction
2550	entailment
2551	contradiction
2552	neutral
2553	neutral
2554	neutral
2555	neutral
2556	neutral
2557	neutral
2558	entailment
2559	contradiction
2560	neutral
2561	contradiction
2562	neutral
2563	contradiction
2564	neutral
2565	entailment
2566	entailment
2567	neutral
2568	contradiction
2569	contradiction
2570	neutral
2571	neutral
2572	contradiction
2573	entailment
2574	neutral
2575	entailment
2576	neutral
2577	contradiction
2578	neutral
2579	contradiction
2580	contradiction
2581	contradiction
2582	entailment
2583	contradiction
2584	neutral
2585	entailment
2586	contradiction
2587	contradiction
2588	neutral
2589	entailment
2590	entailment
2591	neutral
2592	contradiction
2593	contradiction
2594	neutral
2595	neutral
2596	neutral
2597	entailment
2598	neutral
2599	entailment
2600	neutral
2601	contradiction
2602	contradiction
2603	neutral
2604	entailment
2605	neutral
2606	neutral
2607	neutral
2608	entailment
2609	contradiction
2610	neutral
2611	entailment
2612	entailment
2613	neutral
2614	entailment
2615	entailment
2616	contradiction
2617	contradiction
2618	neutral
2619	entailment
2620	contradiction
2621	neutral
2622	neutral
2623	neutral
2624	entailment
2625	entailment
2626	contradiction
2627	neutral
2628	entailment
2629	neutral
2630	entailment
2631	contradiction
2632	entailment
2633	contradiction
2634	neutral
2635	neutral
2636	neutral
2637	neutral
2638	contradiction
2639	neutral
2640	neutral
2641	neutral
2642	neutral
2643	contradiction
2644	entailment
2645	neutral
2646	contradiction
2647	contradiction
2648	neutral
2649	neutral
2650	contradiction
2651	entailment
2652	entailment
2653	contradiction
2654	neutral
2655	neutral
2656	entailment
2657	entailment
2658	contradiction
2659	contradiction
2660	entailment
2661	neutral
2662	neutral
2663	neutral
2664	entailment
2665	neutral
2666	entailment
2667	contradiction
2668	entailment
2669	neutral
2670	neutral
2671	neutral
2672	entailment
2673	entailment
2674	contradiction
2675	neutral
2676	entailment
2677	neutral
2678	entailment
2679	contradiction
2680	neutral
2681	entailment
2682	entailment
2683	contradiction
2684	neutral
2685	neutral
2686	contradiction
2687	neutral
2688	neutral
2689	neutral
2690	neutral
2691	neutral
2692	neutral
2693	contradiction
2694	neutral
2695	contradiction
2696	neutral
2697	entailment
2698	neutral
2699	entailment
2700	contradiction
2701	neutral
2702	neutral
2703	entailment
2704	contradiction
2705	entailment
2706	neutral
2707	neutral
2708	contradiction
2709	neutral
2710	contradiction
2711	contradiction
2712	entailment
2713	entailment
2714	neutral
2715	contradiction
2716	contradiction
2717	entailment
2718	neutral
2719	contradiction
2720	neutral
2721	neutral
2722	entailment
2723	contradiction
2724	neutral
2725	entailment
2726	neutral
2727	neutral
2728	neutral
2729	neutral
2730	contradiction
2731	contradiction
2732	entailment
2733	neutral
2734	contradiction
2735	neutral
2736	contradiction
2737	neutral
2738	entailment
2739	entailment
2740	entailment
2741	neutral
2742	neutral
2743	entailment
2744	neutral
2745	contradiction
2746	neutral
2747	contradiction
2748	entailment
2749	entailment
2750	entailment
2751	contradiction
2752	neutral
2753	entailment
2754	contradiction
2755	contradiction
2756	neutral
2757	neutral
2758	neutral
2759	entailment
2760	contradiction
2761	entailment
2762	contradiction
2763	neutral
2764	entailment
2765	neutral
2766	contradiction
2767	entailment
2768	contradiction
2769	neutral
2770	neutral
2771	neutral
2772	entailment
2773	neutral
2774	entailment
2775	contradiction
2776	neutral
2777	contradiction
2778	entailment
2779	neutral
2780	entailment
2781	contradiction
2782	entailment
2783	entailment
2784	neutral
2785	neutral
2786	neutral
2787	neutral
2788	neutral
2789	neutral
2790	neutral
2791	contradiction
2792	contradiction
2793	entailment
2794	entailment
2795	contradiction
2796	neutral
2797	entailment
2798	contradiction
2799	neutral
2800	neutral
2801	neutral
2802	entailment
2803	contradiction
2804	contradiction
2805	entailment
2806	contradiction
2807	entailment
2808	neutral
2809	entailment
2810	neutral
2811	contradiction
2812	neutral
2813	neutral
2814	entailment
2815	neutral
2816	entailment
2817	neutral
2818	entailment
2819	contradiction
2820	neutral
2821	entailment
2822	entailment
2823	contradiction
2824	contradiction
2825	entailment
2826	neutral
2827	contradiction
2828	entailment
2829	contradiction
2830	contradiction
2831	neutral
2832	neutral
2833	neutral
2834	contradiction
2835	entailment
2836	entailment
2837	contradiction
2838	neutral
2839	contradiction
2840	neutral
2841	entailment
2842	entailment
2843	neutral
2844	contradiction
2845	contradiction
2846	entailment
2847	neutral
2848	contradiction
2849	neutral
2850	neutral
2851	contradiction
2852	entailment
2853	neutral
2854	entailment
2855	entailment
2856	neutral
2857	entailment
2858	contradiction
2859	neutral
2860	neutral
2861	entailment
2862	contradiction
2863	neutral
2864	entailment
2865	contradiction
2866	contradiction
2867	neutral
2868	entailment
2869	contradiction
2870	entailment
2871	neutral
2872	neutral
2873	contradiction
2874	neutral
2875	neutral
2876	entailment
2877	contradiction
2878	entailment
2879	neutral
2880	contradiction
2881	contradiction
2882	contradiction
2883	entailment
2884	neutral
2885	neutral
2886	contradiction
2887	entailment
2888	contradiction
2889	entailment
2890	contradiction
2891	neutral
2892	entailment
2893	entailment
2894	neutral
2895	contradiction
2896	entailment
2897	neutral
2898	entailment
2899	contradiction
2900	neutral
2901	contradiction
2902	neutral
2903	entailment
2904	entailment
2905	entailment
2906	neutral
2907	entailment
2908	neutral
2909	neutral
2910	entailment
2911	entailment
2912	neutral
2913	entailment
2914	contradiction
2915	neutral
2916	neutral
2917	entailment
2918	contradiction
2919	neutral
2920	entailment
2921	contradiction
2922	neutral
2923	entailment
2924	neutral
2925	contradiction
2926	entailment
2927	neutral
2928	entailment
2929	contradiction
2930	neutral
2931	contradiction
2932	entailment
2933	neutral
2934	neutral
2935	entailment
2936	entailment
2937	neutral
2938	entailment
2939	entailment
2940	contradiction
2941	entailment
2942	entailment
2943	neutral
2944	contradiction
2945	entailment
2946	entailment
2947	neutral
2948	contradiction
2949	contradiction
2950	neutral
2951	neutral
2952	entailment
2953	contradiction
2954	entailment
2955	neutral
2956	neutral
2957	neutral
2958	neutral
2959	contradiction
2960	entailment
2961	entailment
2962	neutral
2963	contradiction
2964	contradiction
2965	neutral
2966	contradiction
2967	neutral
2968	contradiction
2969	contradiction
2970	entailment
2971	contradiction
2972	entailment
2973	neutral
2974	contradiction
2975	neutral
2976	entailment
2977	entailment
2978	entailment
2979	contradiction
2980	neutral
2981	entailment
2982	entailment
2983	contradiction
2984	neutral
2985	entailment
2986	contradiction
2987	entailment
2988	entailment
2989	contradiction
2990	neutral
2991	neutral
2992	neutral
2993	contradiction
2994	contradiction
2995	neutral
2996	contradiction
2997	contradiction
2998	contradiction
2999	neutral
3000	neutral
3001	entailment
3002	neutral
3003	contradiction
3004	neutral
3005	entailment
3006	neutral
3007	entailment
3008	contradiction
3009	entailment
3010	entailment
3011	contradiction
3012	neutral
3013	neutral
3014	entailment
3015	contradiction
3016	entailment
3017	neutral
3018	entailment
3019	contradiction
3020	neutral
3021	neutral
3022	entailment
3023	contradiction
3024	entailment
3025	contradiction
3026	neutral
3027	neutral
3028	entailment
3029	entailment
3030	neutral
3031	entailment
3032	neutral
3033	entailment
3034	neutral
3035	contradiction
3036	neutral
3037	neutral
3038	contradiction
3039	entailment
3040	entailment
3041	contradiction
3042	contradiction
3043	neutral
3044	neutral
3045	entailment
3046	neutral
3047	neutral
3048	contradiction
3049	neutral
3050	entailment
3051	entailment
3052	contradiction
3053	neutral
3054	contradiction
3055	neutral
3056	entailment
3057	neutral
3058	entailment
3059	contradiction
3060	neutral
3061	neutral
3062	neutral
3063	neutral
3064	entailment
3065	contradiction
3066	neutral
3067	entailment
3068	neutral
3069	neutral
3070	neutral
3071	entailment
3072	contradiction
3073	neutral
3074	entailment
3075	neutral
3076	contradiction
3077	neutral
3078	neutral
3079	entailment
3080	contradiction
3081	contradiction
3082	entailment
3083	neutral
3084	contradiction
3085	entailment
3086	neutral
3087	entailment
3088	neutral
3089	contradiction
3090	neutral
3091	contradiction
3092	entailment
3093	neutral
3094	entailment
3095	contradiction
3096	contradiction
3097	neutral
3098	neutral
3099	contradiction
3100	entailment
3101	entailment
3102	entailment
3103	contradiction
3104	entailment
3105	contradiction
3106	neutral
3107	entailment
3108	contradiction
3109	neutral
3110	entailment
3111	neutral
3112	neutral
3113	contradiction
3114	neutral
3115	contradiction
3116	neutral
3117	neutral
3118	neutral
3119	contradiction
3120	entailment
3121	neutral
3122	contradiction
3123	neutral
3124	neutral
3125	neutral
3126	contradiction
3127	entailment
3128	neutral
3129	neutral
3130	entailment
3131	contradiction
3132	contradiction
3133	neutral
3134	entailment
3135	neutral
3136	contradiction
3137	entailment
3138	neutral
3139	contradiction
3140	neutral
3141	neutral
3142	entailment
3143	contradiction
3144	neutral
3145	contradiction
3146	entailment
3147	contradiction
3148	neutral
3149	contradiction
3150	neutral
3151	neutral
3152	neutral
3153	entailment
3154	entailment
3155	neutral
3156	contradiction
3157	entailment
3158	contradiction
3159	entailment
3160	neutral
3161	entailment
3162	neutral
3163	neutral
3164	contradiction
3165	contradiction
3166	contradiction
3167	neutral
3168	entailment
3169	neutral
3170	neutral
3171	neutral
3172	neutral
3173	neutral
3174	contradiction
3175	neutral
3176	entailment
3177	neutral
3178	contradiction
3179	neutral
3180	neutral
3181	contradiction
3182	neutral
3183	neutral
3184	neutral
3185	neutral
3186	entailment
3187	neutral
3188	contradiction
3189	contradiction
3190	neutral
3191	neutral
3192	contradiction
3193	contradiction
3194	neutral
3195	neutral
3196	entailment
3197	contradiction
3198	neutral
3199	contradiction
3200	neutral
3201	neutral
3202	contradiction
3203	contradiction
3204	neutral
3205	contradiction
3206	entailment
3207	neutral
3208	neutral
3209	contradiction
3210	neutral
3211	entailment
3212	contradiction
3213	neutral
3214	contradiction
3215	entailment
3216	entailment
3217	neutral
3218	contradiction
3219	neutral
3220	entailment
3221	contradiction
3222	neutral
3223	contradiction
3224	neutral
3225	neutral
3226	entailment
3227	neutral
3228	neutral
3229	entailment
3230	neutral
3231	entailment
3232	contradiction
3233	entailment
3234	entailment
3235	contradiction
3236	neutral
3237	entailment
3238	contradiction
3239	neutral
3240	contradiction
3241	neutral
3242	entailment
3243	neutral
3244	entailment
3245	neutral
3246	neutral
3247	entailment
3248	contradiction
3249	neutral
3250	entailment
3251	neutral
3252	neutral
3253	entailment
3254	neutral
3255	neutral
3256	neutral
3257	neutral
3258	neutral
3259	neutral
3260	contradiction
3261	neutral
3262	contradiction
3263	entailment
3264	neutral
3265	entailment
3266	entailment
3267	entailment
3268	contradiction
3269	neutral
3270	contradiction
3271	neutral
3272	entailment
3273	contradiction
3274	neutral
3275	neutral
3276	entailment
3277	contradiction
3278	contradiction
3279	neutral
3280	neutral
3281	entailment
3282	neutral
3283	neutral
3284	entailment
3285	contradiction
3286	entailment
3287	entailment
3288	entailment
3289	contradiction
3290	neutral
3291	entailment
3292	contradiction
3293	contradiction
3294	contradiction
3295	neutral
3296	contradiction
3297	neutral
3298	entailment
3299	contradiction
3300	entailment
3301	contradiction
3302	contradiction
3303	contradiction
3304	entailment
3305	neutral
3306	contradiction
3307	entailment
3308	contradiction
3309	entailment
3310	neutral
3311	neutral
3312	entailment
3313	contradiction
3314	entailment
3315	neutral
3316	neutral
3317	contradiction
3318	neutral
3319	contradiction
3320	entailment
3321	contradiction
3322	neutral
3323	neutral
3324	entailment
3325	neutral
3326	contradiction
3327	entailment
3328	neutral
3329	contradiction
3330	neutral
3331	neutral
3332	entailment
3333	contradiction
3334	contradiction
3335	contradiction
3336	neutral
3337	contradiction
3338	contradiction
3339	contradiction
3340	contradiction
3341	entailment
3342	contradiction
3343	entailment
3344	contradiction
3345	contradiction
3346	neutral
3347	entailment
3348	entailment
3349	contradiction
3350	neutral
3351	entailment
3352	neutral
3353	contradiction
3354	contradiction
3355	entailment
3356	neutral
3357	neutral
3358	neutral
3359	contradiction
3360	contradiction
3361	neutral
3362	neutral
3363	entailment
3364	contradiction
3365	neutral
3366	contradiction
3367	entailment
3368	neutral
3369	neutral
3370	entailment
3371	entailment
3372	entailment
3373	neutral
3374	entailment
3375	contradiction
3376	neutral
3377	neutral
3378	contradiction
3379	entailment
3380	neutral
3381	neutral
3382	entailment
3383	contradiction
3384	neutral
3385	contradiction
3386	contradiction
3387	entailment
3388	neutral
3389	neutral
3390	contradiction
3391	entailment
3392	neutral
3393	neutral
3394	neutral
3395	entailment
3396	neutral
3397	entailment
3398	neutral
3399	neutral
3400	neutral
3401	entailment
3402	contradiction
3403	neutral
3404	entailment
3405	entailment
3406	neutral
3407	contradiction
3408	entailment
3409	neutral
3410	neutral
3411	contradiction
3412	neutral
3413	neutral
3414	neutral
3415	contradiction
3416	neutral
3417	contradiction
3418	contradiction
3419	entailment
3420	contradiction
3421	entailment
3422	neutral
3423	entailment
3424	neutral
3425	neutral
3426	entailment
3427	contradiction
3428	neutral
3429	neutral
3430	neutral
3431	entailment
3432	entailment
3433	neutral
3434	contradiction
3435	entailment
3436	neutral
3437	neutral
3438	neutral
3439	neutral
3440	contradiction
3441	contradiction
3442	neutral
3443	neutral
3444	contradiction
3445	neutral
3446	neutral
3447	neutral
3448	entailment
3449	contradiction
3450	contradiction
3451	entailment
3452	neutral
3453	neutral
3454	entailment
3455	neutral
3456	neutral
3457	entailment
3458	neutral
3459	neutral
3460	contradiction
3461	entailment
3462	entailment
3463	entailment
3464	neutral
3465	neutral
3466	neutral
3467	entailment
3468	neutral
3469	neutral
3470	entailment
3471	neutral
3472	neutral
3473	contradiction
3474	neutral
3475	entailment
3476	contradiction
3477	contradiction
3478	neutral
3479	entailment
3480	entailment
3481	neutral
3482	neutral
3483	neutral
3484	contradiction
3485	entailment
3486	neutral
3487	entailment
3488	neutral
3489	neutral
3490	neutral
3491	neutral
3492	entailment
3493	entailment
3494	neutral
3495	entailment
3496	contradiction
3497	neutral
3498	entailment
3499	neutral
3500	neutral
3501	neutral
3502	neutral
3503	neutral
3504	contradiction
3505	contradiction
3506	neutral
3507	neutral
3508	entailment
3509	contradiction
3510	neutral
3511	neutral
3512	entailment
3513	neutral
3514	contradiction
3515	entailment
3516	contradiction
3517	entailment
3518	neutral
3519	entailment
3520	neutral
3521	neutral
3522	neutral
3523	contradiction
3524	neutral
3525	entailment
3526	entailment
3527	neutral
3528	contradiction
3529	entailment
3530	neutral
3531	neutral
3532	entailment
3533	neutral
3534	contradiction
3535	contradiction
3536	entailment
3537	neutral
3538	neutral
3539	entailment
3540	neutral
3541	contradiction
3542	neutral
3543	entailment
3544	contradiction
3545	neutral
3546	neutral
3547	neutral
3548	neutral
3549	contradiction
3550	entailment
3551	entailment
3552	contradiction
3553	entailment
3554	neutral
3555	neutral
3556	contradiction
3557	entailment
3558	contradiction
3559	neutral
3560	neutral
3561	neutral
3562	entailment
3563	contradiction
3564	neutral
3565	neutral
3566	contradiction
3567	contradiction
3568	neutral
3569	contradiction
3570	neutral
3571	neutral
3572	entailment
3573	entailment
3574	neutral
3575	contradiction
3576	neutral
3577	entailment
3578	entailment
3579	entailment
3580	entailment
3581	neutral
3582	entailment
3583	entailment
3584	entailment
3585	contradiction
3586	neutral
3587	contradiction
3588	contradiction
3589	neutral
3590	entailment
3591	contradiction
3592	entailment
3593	contradiction
3594	contradiction
3595	neutral
3596	neutral
3597	contradiction
3598	neutral
3599	entailment
3600	neutral
3601	neutral
3602	neutral
3603	neutral
3604	contradiction
3605	entailment
3606	contradiction
3607	neutral
3608	entailment
3609	contradiction
3610	entailment
3611	contradiction
3612	contradiction
3613	neutral
3614	neutral
3615	contradiction
3616	entailment
3617	neutral
3618	neutral
3619	entailment
3620	neutral
3621	contradiction
3622	entailment
3623	neutral
3624	neutral
3625	contradiction
3626	contradiction
3627	contradiction
3628	entailment
3629	neutral
3630	contradiction
3631	entailment
3632	neutral
3633	neutral
3634	entailment
3635	contradiction
3636	neutral
3637	entailment
3638	neutral
3639	neutral
3640	contradiction
3641	entailment
3642	neutral
3643	neutral
3644	contradiction
3645	neutral
3646	neutral
3647	entailment
3648	entailment
3649	contradiction
3650	neutral
3651	entailment
3652	neutral
3653	contradiction
3654	neutral
3655	entailment
3656	contradiction
3657	entailment
3658	contradiction
3659	contradiction
3660	contradiction
3661	entailment
3662	neutral
3663	contradiction
3664	neutral
3665	entailment
3666	entailment
3667	contradiction
3668	entailment
3669	neutral
3670	neutral
3671	entailment
3672	contradiction
3673	entailment
3674	neutral
3675	entailment
3676	contradiction
3677	contradiction
3678	neutral
3679	neutral
3680	neutral
3681	neutral
3682	neutral
3683	contradiction
3684	neutral
3685	neutral
3686	neutral
3687	neutral
3688	neutral
3689	contradiction
3690	contradiction
3691	entailment
3692	neutral
3693	contradiction
3694	neutral
3695	neutral
3696	entailment
3697	neutral
3698	neutral
3699	contradiction
3700	entailment
3701	neutral
3702	contradiction
3703	contradiction
3704	contradiction
3705	neutral
3706	neutral
3707	neutral
3708	entailment
3709	entailment
3710	contradiction
3711	contradiction
3712	entailment
3713	neutral
3714	entailment
3715	neutral
3716	contradiction
3717	entailment
3718	neutral
3719	contradiction
3720	contradiction
3721	entailment
3722	contradiction
3723	neutral
3724	neutral
3725	neutral
3726	neutral
3727	neutral
3728	contradiction
3729	contradiction
3730	neutral
3731	neutral
3732	neutral
3733	contradiction
3734	contradiction
3735	neutral
3736	contradiction
3737	contradiction
3738	contradiction
3739	entailment
3740	neutral
3741	neutral
3742	neutral
3743	contradiction
3744	neutral
3745	entailment
3746	contradiction
3747	contradiction
3748	neutral
3749	entailment
3750	entailment
3751	neutral
3752	contradiction
3753	neutral
3754	entailment
3755	neutral
3756	neutral
3757	neutral
3758	entailment
3759	contradiction
3760	neutral
3761	entailment
3762	contradiction
3763	entailment
3764	neutral
3765	neutral
3766	contradiction
3767	neutral
3768	neutral
3769	contradiction
3770	entailment
3771	neutral
3772	entailment
3773	contradiction
3774	contradiction
3775	neutral
3776	entailment
3777	neutral
3778	neutral
3779	contradiction
3780	neutral
3781	neutral
3782	neutral
3783	entailment
3784	neutral
3785	contradiction
3786	entailment
3787	contradiction
3788	neutral
3789	contradiction
3790	neutral
3791	entailment
3792	neutral
3793	entailment
3794	neutral
3795	entailment
3796	neutral
3797	entailment
3798	contradiction
3799	contradiction
3800	neutral
3801	contradiction
3802	neutral
3803	neutral
3804	neutral
3805	neutral
3806	entailment
3807	contradiction
3808	neutral
3809	neutral
3810	neutral
3811	contradiction
3812	neutral
3813	entailment
3814	contradiction
3815	contradiction
3816	neutral
3817	entailment
3818	entailment
3819	entailment
3820	neutral
3821	contradiction
3822	neutral
3823	neutral
3824	contradiction
3825	neutral
3826	contradiction
3827	entailment
3828	entailment
3829	neutral
3830	contradiction
3831	neutral
3832	entailment
3833	contradiction
3834	contradiction
3835	neutral
3836	entailment
3837	contradiction
3838	neutral
3839	entailment
3840	neutral
3841	entailment
3842	neutral
3843	neutral
3844	contradiction
3845	entailment
3846	entailment
3847	contradiction
3848	neutral
3849	neutral
3850	entailment
3851	neutral
3852	neutral
3853	entailment
3854	contradiction
3855	neutral
3856	neutral
3857	entailment
3858	neutral
3859	entailment
3860	neutral
3861	entailment
3862	neutral
3863	entailment
3864	entailment
3865	neutral
3866	neutral
3867	contradiction
3868	neutral
3869	neutral
3870	entailment
3871	neutral
3872	contradiction
3873	neutral
3874	neutral
3875	contradiction
3876	neutral
3877	contradiction
3878	neutral
3879	contradiction
3880	entailment
3881	entailment
3882	neutral
3883	entailment
3884	contradiction
3885	contradiction
3886	entailment
3887	neutral
3888	contradiction
3889	entailment
3890	neutral
3891	contradiction
3892	neutral
3893	entailment
3894	neutral
3895	contradiction
3896	entailment
3897	contradiction
3898	neutral
3899	neutral
3900	neutral
3901	entailment
3902	contradiction
3903	contradiction
3904	neutral
3905	entailment
3906	neutral
3907	neutral
3908	neutral
3909	contradiction
3910	entailment
3911	neutral
3912	contradiction
3913	neutral
3914	neutral
3915	entailment
3916	neutral
3917	neutral
3918	entailment
3919	neutral
3920	neutral
3921	entailment
3922	entailment
3923	contradiction
3924	entailment
3925	neutral
3926	contradiction
3927	neutral
3928	contradiction
3929	entailment
3930	contradiction
3931	neutral
3932	entailment
3933	contradiction
3934	entailment
3935	neutral
3936	contradiction
3937	neutral
3938	entailment
3939	neutral
3940	neutral
3941	entailment
3942	entailment
3943	neutral
3944	contradiction
3945	contradiction
3946	contradiction
3947	neutral
3948	neutral
3949	contradiction
3950	neutral
3951	entailment
3952	contradiction
3953	entailment
3954	entailment
3955	contradiction
3956	neutral
3957	contradiction
3958	neutral
3959	entailment
3960	contradiction
3961	neutral
3962	entailment
3963	entailment
3964	neutral
3965	neutral
3966	entailment
